sample_id,split,image,actual,predicted,confidence,reviewer,assessment,visual_observation,assessment_reason,image_sha256,previous_human_tag,human_tag,review_note,tag_review_status
cifar10_train_27572,Validation,errors/cifar10_train_27572.png,deer,dog,0.9375697374343872,AI visual review,수치상 타당·원인 설명 아님,정면 얼굴의 긴 귀와 눈·주둥이가 보이나 얼굴 내부가 픽셀 단위로 뭉개져 있다.,오답 클래스 점수 0.937570 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,0b6856dc04b9b2bbd20ba7090415dfb1b9b14f576fee7060a0776f0827e07e5e,high_confidence_error,class_similarity,정면 얼굴의 긴 귀와 눈·주둥이가 보이나 얼굴 내부가 픽셀 단위로 뭉개져 있다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_180,Validation,errors/cifar10_train_180.png,deer,cat,0.9173561930656433,AI visual review,수치상 타당·원인 설명 아님,녹색 배경과 몸통의 색이 비슷하고 머리·목의 대비가 낮다.,오답 클래스 점수 0.917356 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,4ce4eadeafe0f6b43164c6dfc558e08068c62a7fb72e00a20b49830d9dc65cf9,high_confidence_error,low_resolution,녹색 배경과 몸통의 색이 비슷하고 머리·목의 대비가 낮다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_26854,Validation,errors/cifar10_train_26854.png,deer,cat,0.6057665348052979,AI visual review,시각적 근거 부족·재검토,갈색 배경 속 작은 정면 피사체로 얼굴과 몸의 경계가 희미하다.,고양이와의 구체적인 유사성보다 작은 피사체와 배경 혼합이 명확하다.,b5917c0675cb8084d6e9e2adfa5de65f4aebb0dc0fd136b0a0bb3b417cdfa4e7,class_similarity,background_clutter,갈색 배경 속 작은 정면 피사체로 얼굴과 몸의 경계가 희미하다. 배경의 물건·색·무늬와 피사체 경계가 섞이는 점을 우선 기록. 모델이 배경을 사용했는지는 미확인.,ai_draft_pending_human_review
cifar10_train_22981,Validation,errors/cifar10_train_22981.png,deer,cat,0.9335453510284424,AI visual review,수치상 타당·원인 설명 아님,정면 머리와 양쪽으로 뻗은 귀·뿔 형태가 보이며 얼굴의 세부 대비가 낮다.,오답 클래스 점수 0.933545 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,6535831720d42a73fa2c7805ce346610091c2079f9b50e4c7b3cc27d7db93e0c,high_confidence_error,model_limitation,정면 머리와 양쪽으로 뻗은 귀·뿔 형태가 보이며 얼굴의 세부 대비가 낮다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_29632,Validation,errors/cifar10_train_29632.png,deer,dog,0.4525318741798401,AI visual review,시각적 근거 부족·재검토,넓고 밝은 배경 아래에 피사체가 매우 작게 위치한다.,개와 닮았다는 근거보다 피사체를 구성하는 픽셀 부족이 더 뚜렷하다.,758fec2cdcc719f02e48247ce8a9db611f5303f0d6d79329ac16e252cdb72f11,class_similarity,low_resolution,넓고 밝은 배경 아래에 피사체가 매우 작게 위치한다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_33245,Validation,errors/cifar10_train_33245.png,deer,cat,0.46307939291000366,AI visual review,시각적 근거 부족·재검토,풀 위 옆모습의 긴 다리와 몸통이 보이나 머리는 작다.,사슴의 전신 형태가 남아 있어 고양이와의 유사성만으로 설명하기 어렵다.,a0d9b3757f22b526019bc90a2ce547551f40abdbf0d8f6e55dbe62b9b11422d9,class_similarity,model_limitation,풀 위 옆모습의 긴 다리와 몸통이 보이나 머리는 작다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_41237,Validation,errors/cifar10_train_41237.png,deer,cat,0.5747440457344055,AI visual review,시각적 근거 부족·재검토,푸른 배경 아래 어두운 실루엣만 작게 보인다.,고양이와 닮은 특징보다 어둡고 작은 피사체라는 관찰이 더 확실하다.,ac605e29d4766b7a78bc9f120ac1cf9afe3fb3c51057c931d8e8612a52e2b1fe,class_similarity,low_resolution,푸른 배경 아래 어두운 실루엣만 작게 보인다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_21033,Validation,errors/cifar10_train_21033.png,deer,dog,0.9904111623764038,AI visual review,수치상 타당·원인 설명 아님,갈색 정면 얼굴이 화면 대부분을 차지하고 코 주변이 검게 보인다.,오답 클래스 점수 0.990411 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,244b6cbfa01fb6c4c693160f9e03e8973933dd93afcf76b82dceb7aae78e8ff1,high_confidence_error,class_similarity,갈색 정면 얼굴이 화면 대부분을 차지하고 코 주변이 검게 보인다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_28470,Validation,errors/cifar10_train_28470.png,deer,cat,0.7223846316337585,AI visual review,시각적 근거 부족·재검토,배경은 짙지만 밝은 갈색 몸통과 다리 윤곽은 구분된다.,어두운 배경만으로 피사체가 저조도라고 판단하기 어렵다. 조명 태그의 근거가 부족하다.,dc33125645cc233af26a419c741487c50aa628569b9bb6b446a162a3b11c1cb3,dark_lighting,model_limitation,배경은 짙지만 밝은 갈색 몸통과 다리 윤곽은 구분된다. 몸통과 다리의 사슴 형태가 남아 있지만 cat으로 오분류. 검은 배경을 피사체 조명 부족으로 해석하지 않음.,ai_draft_pending_human_review
cifar10_train_15415,Validation,errors/cifar10_train_15415.png,deer,dog,0.46649545431137085,AI visual review,시각적 가설로 가능,옆얼굴과 길게 나온 주둥이가 보이고 귀·뿔 세부는 뭉개져 있다.,얼굴 위주 구도에서 주둥이 형태가 개와 비슷하게 읽힐 가능성이 있다.,23b1b40f9f676f8b3c65c319c4a5300f53690fb468fe0c27789b1514f1d1823c,class_similarity,class_similarity,옆얼굴과 길게 나온 주둥이가 보이고 귀·뿔 세부는 뭉개져 있다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_33215,Validation,errors/cifar10_train_33215.png,deer,cat,0.7625992298126221,AI visual review,시각적 근거 부족·재검토,밝은 배경에 옆모습의 긴 목·다리·몸통이 보인다.,사슴 전신의 구별 단서가 있어 고양이와의 유사성 근거가 약하다.,1d7f5390ef33677a3e86bd632105823e593a76ec6d382d3e1f99d98d4f75276f,class_similarity,model_limitation,밝은 배경에 옆모습의 긴 목·다리·몸통이 보인다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_9775,Validation,errors/cifar10_train_9775.png,deer,cat,0.4198906123638153,AI visual review,시각적 근거 부족·재검토,긴 목과 가는 다리의 옆모습이 보이고 얼굴은 작다.,고양이와 닮은 부분보다 긴 목과 다리의 차이가 더 잘 보인다.,8e01459fb052cdf6617bd1ec53a529daf53856fbcb4c08f47d3b320a7f42a8c8,class_similarity,model_limitation,긴 목과 가는 다리의 옆모습이 보이고 얼굴은 작다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_24236,Validation,errors/cifar10_train_24236.png,deer,cat,0.7571470737457275,AI visual review,시각적 근거 부족·재검토,갈색 몸통이 화면을 크게 차지하고 머리·다리는 부분적으로만 식별된다.,구도와 세부 부족은 보이나 고양이와의 유사성을 특정하기 어렵다.,1993887d9c788ed9d50b4b831de9058409edc3b85e40b45b61a001bb8c88c89f,class_similarity,low_resolution,갈색 몸통이 화면을 크게 차지하고 머리·다리는 부분적으로만 식별된다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_162,Validation,errors/cifar10_train_162.png,deer,cat,0.8029907941818237,AI visual review,시각적 근거 부족·재검토,검은 배경 앞 밝은 몸통과 다리가 보이고 고개를 숙이고 있다.,배경은 어둡지만 피사체는 밝다. 배경의 검정색을 조명 부족과 동일시하기 어렵다.,70b015e77234a79df7149e26557978d08749b95479eb9534cdbae6410ef5d214,dark_lighting,model_limitation,검은 배경 앞 밝은 몸통과 다리가 보이고 고개를 숙이고 있다. 사용자 관찰대로 긴 목과 전신 형태에서 사슴 단서가 보이지만 cat으로 오분류. 목 특징을 학습하지 못했는지는 이 결과만으로 확인 불가.,ai_draft_pending_human_review
cifar10_train_33703,Validation,errors/cifar10_train_33703.png,deer,cat,0.534925103187561,AI visual review,시각적 근거 부족·재검토,몸통과 다리가 보이지만 머리 부분은 어둡고 배경 구조물과 섞인다.,부분적인 세부 소실과 배경 혼합이 보이며 고양이와 닮은 형태는 불명확하다.,ed4a59e71a620745ac0435257992a7ad97b33125cc35901acf4da07c46251721,class_similarity,low_resolution,몸통과 다리가 보이지만 머리 부분은 어둡고 배경 구조물과 섞인다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_14186,Validation,errors/cifar10_train_14186.png,deer,cat,0.9643377065658569,AI visual review,수치상 타당·원인 설명 아님,회색 배경에 어두운 전신이 보이고 긴 목·귀 윤곽에 비해 얼굴 세부가 없다.,오답 클래스 점수 0.964338 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,e524979d4578a362624a37f297a9ff6e3992c6e71c99fee367a27b3cea668a52,high_confidence_error,model_limitation,회색 배경에 어두운 전신이 보이고 긴 목·귀 윤곽에 비해 얼굴 세부가 없다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_42313,Validation,errors/cifar10_train_42313.png,deer,cat,0.6222382187843323,AI visual review,시각적 가설로 가능,접힌 다리의 몸통과 작은 머리가 옆으로 보인다.,웅크린 자세가 고양이의 몸 형태처럼 읽힐 여지는 있으나 목·귀 단서도 남아 있다.,6d7a14c1dece00f675aabd504e8687ecf5cb3c6e2cf0f6563b7fadf37e3abc0c,class_similarity,class_similarity,접힌 다리의 몸통과 작은 머리가 옆으로 보인다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_34425,Validation,errors/cifar10_train_34425.png,deer,cat,0.5076364874839783,AI visual review,시각적 근거 부족·재검토,푸른 배경 속 작은 옆모습으로 머리와 다리가 몇 픽셀로 표현된다.,고양이와의 유사성을 확인할 세부가 부족하다.,368e142bc8a1eb099bd5d61cef0d98b0f678a9a2d36244ddbec8035dad7bd0da,class_similarity,low_resolution,푸른 배경 속 작은 옆모습으로 머리와 다리가 몇 픽셀로 표현된다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_33037,Validation,errors/cifar10_train_33037.png,deer,dog,0.9042118787765503,AI visual review,수치상 타당·원인 설명 아님,갈색 몸 또는 얼굴이 화면을 채우며 경계와 눈·귀 세부가 불명확하다.,오답 클래스 점수 0.904212 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,8a9c686ed55dc9f186a17e72deae0166689de03b95867a3243a3a4b4641cf3c3,high_confidence_error,low_resolution,갈색 몸 또는 얼굴이 화면을 채우며 경계와 눈·귀 세부가 불명확하다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_12253,Validation,errors/cifar10_train_12253.png,deer,dog,0.5534122586250305,AI visual review,시각적 근거 부족·재검토,검은 배경 앞 밝은 목·몸통과 녹색 바닥이 분리되어 보인다.,피사체가 밝으므로 전체 평균 밝기를 조명 부족의 증거로 쓰기 어렵다.,6b8716158add91ff69506baa87ce86c0bf5f2455a642e63bdc64a5e3697b981b,dark_lighting,model_limitation,검은 배경 앞 밝은 목·몸통과 녹색 바닥이 분리되어 보인다. 사용자 관찰대로 목과 몸통에 사슴 형태 단서가 보이지만 dog으로 오분류. 배경이 검다는 이유로 저조도로 분류하지 않음.,ai_draft_pending_human_review
cifar10_train_10478,Validation,errors/cifar10_train_10478.png,deer,cat,0.951744556427002,AI visual review,수치상 타당·원인 설명 아님,가로로 뻗은 귀와 얼굴이 보이나 비슷한 색의 배경 무늬와 섞인다.,오답 클래스 점수 0.951745 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,9d06120e6df0caf434cfb7389149ebda587bcb9b32701e4f4b965a2b10798873,high_confidence_error,background_clutter,가로로 뻗은 귀와 얼굴이 보이나 비슷한 색의 배경 무늬와 섞인다. 배경의 물건·색·무늬와 피사체 경계가 섞이는 점을 우선 기록. 모델이 배경을 사용했는지는 미확인.,ai_draft_pending_human_review
cifar10_train_47408,Validation,errors/cifar10_train_47408.png,deer,cat,0.8645051121711731,AI visual review,수치상 타당·원인 설명 아님,큰 귀와 가는 얼굴이 정면으로 보이고 배경의 세로 구조물과 겹친다.,오답 클래스 점수 0.864505 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,853d06b01e33a47305d8bceff1f8a4bef7e35630021f6a846953938eb8a1c66d,high_confidence_error,model_limitation,큰 귀와 가는 얼굴이 정면으로 보이고 배경의 세로 구조물과 겹친다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_14555,Validation,errors/cifar10_train_14555.png,deer,dog,0.9832247495651245,AI visual review,수치상 타당·원인 설명 아님,풀밭 위 고개를 숙인 전신이며 얼굴은 몸의 그늘 속에 있다.,오답 클래스 점수 0.983225 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,23292ce26332e9d56bcd1adcda1b84cd11e5e595ad426d329f7384a8eeed1120,high_confidence_error,low_resolution,풀밭 위 고개를 숙인 전신이며 얼굴은 몸의 그늘 속에 있다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_30719,Validation,errors/cifar10_train_30719.png,deer,cat,0.8215211033821106,AI visual review,수치상 타당·원인 설명 아님,갈색 정면 얼굴과 밝은 목 부분이 크게 보이고 귀 일부는 화면 가장자리에 걸린다.,오답 클래스 점수 0.821521 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,5a57e4fdb6d27f04f64ba8d52896e8b988b41763e54a2295f1d4a5967b6af86d,high_confidence_error,model_limitation,갈색 정면 얼굴과 밝은 목 부분이 크게 보이고 귀 일부는 화면 가장자리에 걸린다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_45408,Validation,errors/cifar10_train_45408.png,deer,dog,0.5781894326210022,AI visual review,시각적 가설로 가능,얼굴과 목의 가까운 구도이며 긴 귀와 주둥이가 보인다.,전신 단서가 없는 얼굴 구도에서 개와 비슷하게 읽힐 가능성이 있다.,e4bf52ee77f1a0a38ff69b0e91247d54ca779aa9e0b0fd3ed0551bb30fd4e18e,class_similarity,class_similarity,얼굴과 목의 가까운 구도이며 긴 귀와 주둥이가 보인다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_19007,Validation,errors/cifar10_train_19007.png,dog,cat,0.9574976563453674,AI visual review,수치상 타당·원인 설명 아님,밝고 둥근 털 덩어리와 어두운 아래 윤곽이 보이며 얼굴 세부가 약하다.,오답 클래스 점수 0.957498 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,aa5e8dfab66430fcd4e36603cc4693b41f93de59b9c0689b4c437d337d81e639,high_confidence_error,low_resolution,밝고 둥근 털 덩어리와 어두운 아래 윤곽이 보이며 얼굴 세부가 약하다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_14034,Validation,errors/cifar10_train_14034.png,dog,cat,0.5121747851371765,AI visual review,시각적 근거 부족·재검토,검은색·흰색 이미지에서 아래쪽 작은 동물과 주변 직선 구조물이 보인다.,고양이와의 유사성보다 작은 얼굴과 복잡한 주변 구조가 먼저 관찰된다.,4db2e7e68bed1d5efb5e852c61e71892bf308c0e8122565429b08dff75b36ddc,class_similarity,low_resolution,검은색·흰색 이미지에서 아래쪽 작은 동물과 주변 직선 구조물이 보인다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_19434,Validation,errors/cifar10_train_19434.png,dog,cat,0.9152540564537048,AI visual review,시각적 근거 부족·재검토,짙은 녹색 배경 앞 밝은 흰색 얼굴과 검은 코가 보인다.,피사체 얼굴은 밝아 저조도 근거가 약하다. 배경의 어두움과 구분해야 한다.,5b680e5e58e92e6423ae231d2fe69e67b6ba67fa807662d40536d8359ee394c8,dark_lighting,low_resolution,짙은 녹색 배경 앞 밝은 흰색 얼굴과 검은 코가 보인다. 사용자도 피사체 식별이 어렵다고 확인. 식별에 필요한 세부 부족을 기록하며 어두운 배경만으로 저조도라고 판단하지 않음.,ai_draft_pending_human_review
cifar10_train_26753,Validation,errors/cifar10_train_26753.png,dog,cat,0.8937630653381348,AI visual review,수치상 타당·원인 설명 아님,청록색 주변 물체 사이에 밝은 얼굴이 있고 귀·몸의 경계가 불분명하다.,오답 클래스 점수 0.893763 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,334db5f520f9879183dc1cb970a6f5755f38e7755429d92d7d4382d5f8c95f90,high_confidence_error,background_clutter,청록색 주변 물체 사이에 밝은 얼굴이 있고 귀·몸의 경계가 불분명하다. 배경의 물건·색·무늬와 피사체 경계가 섞이는 점을 우선 기록. 모델이 배경을 사용했는지는 미확인.,ai_draft_pending_human_review
cifar10_train_6154,Validation,errors/cifar10_train_6154.png,dog,cat,0.6875115633010864,AI visual review,시각적 가설로 가능,흰색·검은색 무늬의 가는 전신과 올라온 머리가 보인다.,작은 머리와 가는 몸에서 고양이·개의 구별 단서가 약해 유사성은 가능하다.,eef53d02cb659b11016fded26d57ab95f1314ddb192114be5d846b6ca6446535,class_similarity,class_similarity,흰색·검은색 무늬의 가는 전신과 올라온 머리가 보인다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_21920,Validation,errors/cifar10_train_21920.png,dog,cat,0.9211611151695251,AI visual review,수치상 타당·원인 설명 아님,밝은 배경에서 옆으로 누운 갈색·흰색 몸과 머리가 보인다.,오답 클래스 점수 0.921161 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,4e7f01a302782cde5cee207fdfbfcf7773ced2e7e9b7086d788ed45dbbb339e0,high_confidence_error,low_resolution,밝은 배경에서 옆으로 누운 갈색·흰색 몸과 머리가 보인다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_40772,Validation,errors/cifar10_train_40772.png,dog,deer,0.5324679613113403,AI visual review,시각적 가설로 가능,갈색 피사체가 옆으로 서 있고 다리는 가늘며 얼굴은 작다.,전신 실루엣과 갈색 몸이 사슴과 비슷하게 읽힐 수 있다.,8bd564b417fb78010172f1f7744ee8fe9247274d9c02cee25954d9c091d13dce,class_similarity,class_similarity,갈색 피사체가 옆으로 서 있고 다리는 가늘며 얼굴은 작다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_762,Validation,errors/cifar10_train_762.png,dog,cat,0.6148511171340942,AI visual review,시각적 가설로 가능,작은 얼굴에 매우 큰 직립 귀가 두드러진다.,큰 귀와 짧은 얼굴의 조합이 고양이와 닮게 보일 수 있다.,54111df0f126f38829e6f224889840fa1decf2fd8a7e011f7cc372879646c201,class_similarity,class_similarity,작은 얼굴에 매우 큰 직립 귀가 두드러진다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_12884,Validation,errors/cifar10_train_12884.png,dog,cat,0.5667652487754822,AI visual review,시각적 가설로 가능,흰 배경에 밝은 작은 얼굴과 옆으로 뻗은 귀가 보인다.,귀·얼굴 구도에서 고양이와의 형태 유사성이 가능하다.,41e19306a56135643ad0d6ae0fda67e0d600f34e8e351280f506fc24d670aeab,class_similarity,class_similarity,흰 배경에 밝은 작은 얼굴과 옆으로 뻗은 귀가 보인다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_49467,Validation,errors/cifar10_train_49467.png,dog,cat,0.9987711310386658,AI visual review,수치상 타당·원인 설명 아님,검은 얼굴과 큰 직립 귀가 정면으로 보이고 얼굴 내부 대비는 낮다.,오답 클래스 점수 0.998771 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,9e61d8583084f6fc97fce309954bede7471aa7987a272597e924b2c9a8e4f4ed,high_confidence_error,class_similarity,검은 얼굴과 큰 직립 귀가 정면으로 보이고 얼굴 내부 대비는 낮다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_21261,Validation,errors/cifar10_train_21261.png,dog,cat,0.9756500720977783,AI visual review,수치상 타당·원인 설명 아님,풀밭의 어두운 몸과 얼굴이 하나의 덩어리처럼 보이며 코·귀 세부가 약하다.,오답 클래스 점수 0.975650 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,9c48dc18084c9abfffeaa922eed5b22e0cf4c55f9634575bd5a1d4741cca161e,high_confidence_error,low_resolution,풀밭의 어두운 몸과 얼굴이 하나의 덩어리처럼 보이며 코·귀 세부가 약하다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_33424,Validation,errors/cifar10_train_33424.png,dog,cat,0.6739479303359985,AI visual review,시각적 가설로 가능,갈색 얼굴과 몸이 비슷한 색의 배경에 붙어 있고 짧은 주둥이가 보인다.,작고 짧은 얼굴의 형태가 고양이와 비슷하게 읽힐 가능성은 있다.,adb10677ad465f382e181e0c3d0c8340132aee4e46818e7725a101d3b8fe296d,class_similarity,class_similarity,갈색 얼굴과 몸이 비슷한 색의 배경에 붙어 있고 짧은 주둥이가 보인다. 귀·얼굴 또는 전신 자세에서 다른 클래스와 비슷하게 읽힐 여지가 있어 유사성 가설로 분류. 실제 모델 판단 근거는 미확인.,ai_draft_pending_human_review
cifar10_train_10897,Validation,errors/cifar10_train_10897.png,dog,cat,0.9596512317657471,AI visual review,수치상 타당·원인 설명 아님,푸른 무늬 배경에 밝은 얼굴이 있고 눈·코와 주변 무늬가 섞인다.,오답 클래스 점수 0.959651 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,f80d053853b61df94767d81f09719c0c35dded1b68b1d143949b55eb005a0fce,high_confidence_error,background_clutter,푸른 무늬 배경에 밝은 얼굴이 있고 눈·코와 주변 무늬가 섞인다. 배경의 물건·색·무늬와 피사체 경계가 섞이는 점을 우선 기록. 모델이 배경을 사용했는지는 미확인.,ai_draft_pending_human_review
cifar10_train_26998,Validation,errors/cifar10_train_26998.png,dog,deer,0.9986503720283508,AI visual review,수치상 타당·원인 설명 아님,풀 위 어두운 전신의 가는 다리와 옆으로 향한 머리가 보인다.,오답 클래스 점수 0.998650 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,ddb5da5d19cd26adc2d5e03dc595ff7a753f5268704f291c42b34c49a419cb95,high_confidence_error,model_limitation,풀 위 어두운 전신의 가는 다리와 옆으로 향한 머리가 보인다. 사람이 클래스를 구별할 형태 단서가 남아 있는데 모델이 오분류한 사례로 분류. 원인은 미확인이고 특정 특징을 학습하지 못했다고 단정하지 않음.,ai_draft_pending_human_review
cifar10_train_17152,Validation,errors/cifar10_train_17152.png,dog,cat,0.8375486135482788,AI visual review,수치상 타당·원인 설명 아님,풀밭의 흰 전신을 위에서 내려다보는 구도로 얼굴은 작고 아래쪽에 있다.,오답 클래스 점수 0.837549 > 0.8로 태그 정의에 맞는다. 다만 이미지에서 확인한 오분류 원인은 아니다.,4318a13ec4b3c8e330dfb9d3bfac094a8bd7a3c577a259db13ae689af85dbb5b,high_confidence_error,low_resolution,풀밭의 흰 전신을 위에서 내려다보는 구도로 얼굴은 작고 아래쪽에 있다. 32×32 이미지에서 얼굴·몸의 구별에 필요한 세부를 충분히 읽기 어려워 분류. 촬영 흔들림이나 조명 부족을 별도로 단정하지 않음.,ai_draft_pending_human_review
